name,subassembly,solid_count,volume_mm3,provenance
Crankcase_4x83mm_Bores,01_Housings,1,10307654.206,"MM01-9/01-12: 83 mm bores, 90 mm pitch, cast iron, no separate cylinder liners. Exterior and coolant paths reconstructed."
Piston_Ring_C1_1,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C1_2,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C1_3,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Wrist_Pin_C1,02_Cranktrain,1,15338.826,Reconstructed geometry; dimensions not OEM
Connecting_Rod_C1,02_Cranktrain,1,55240.943,147 mm joint-to-joint length is assumed; analytic slider-crank constraint preserves it at all frames
Piston_C2,02_Cranktrain,1,128525.822,"83 mm bore / 92 mm stroke. Diameter clearance, crown and pin size assumed; equivalent bowl volume matches 17.5:1."
Piston_Ring_C2_1,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C2_2,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C2_3,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Wrist_Pin_C2,02_Cranktrain,1,15338.826,Reconstructed geometry; dimensions not OEM
Connecting_Rod_C2,02_Cranktrain,1,55240.943,147 mm joint-to-joint length is assumed; analytic slider-crank constraint preserves it at all frames
Piston_C3,02_Cranktrain,1,128525.822,"83 mm bore / 92 mm stroke. Diameter clearance, crown and pin size assumed; equivalent bowl volume matches 17.5:1."
Piston_Ring_C3_1,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C3_2,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C3_3,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Wrist_Pin_C3,02_Cranktrain,1,15338.826,Reconstructed geometry; dimensions not OEM
Connecting_Rod_C3,02_Cranktrain,1,55240.943,147 mm joint-to-joint length is assumed; analytic slider-crank constraint preserves it at all frames
Piston_C4,02_Cranktrain,1,128525.822,"83 mm bore / 92 mm stroke. Diameter clearance, crown and pin size assumed; equivalent bowl volume matches 17.5:1."
Piston_Ring_C4_1,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C4_2,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Piston_Ring_C4_3,02_Cranktrain,1,441.593,Reconstructed geometry; dimensions not OEM
Wrist_Pin_C4,02_Cranktrain,1,15338.826,Reconstructed geometry; dimensions not OEM
Connecting_Rod_C4,02_Cranktrain,1,55240.943,147 mm joint-to-joint length is assumed; analytic slider-crank constraint preserves it at all frames
TVD_Mass_1,02_Cranktrain,1,247276.831,MM01-11 two-mass torsional damper; dimensions and stiffness undisclosed
TVD_Mass_2,02_Cranktrain,1,247276.831,MM01-11 two-mass torsional damper; dimensions and stiffness undisclosed
Gear_Input_100T,03_Reduction,1,208118.084,"3 gears and 1.69 ratio documented. Tooth counts, module and spur profile are demonstration geometry; OEM gears are helical."
Shaft_Input,03_Reduction,1,139386.811,Reconstructed geometry; dimensions not OEM
Gear_Idler_50T,03_Reduction,1,37321.932,"3 gears and 1.69 ratio documented. Tooth counts, module and spur profile are demonstration geometry; OEM gears are helical."
Shaft_Idler,03_Reduction,1,89052.685,Reconstructed geometry; dimensions not OEM
Gear_Output_169T,03_Reduction,1,631082.238,"3 gears and 1.69 ratio documented. Tooth counts, module and spur profile are demonstration geometry; OEM gears are helical."
Shaft_Output,03_Reduction,1,89052.685,Reconstructed geometry; dimensions not OEM
Gearbox_Cast_Case,01_Housings,1,2761419.133,MM Fig01-6 and IM Fig4.4.1 outline reference; contour/centre distances reconstructed
Gearbox_Rear_Rim,01_Housings,1,168523.125,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_01,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_02,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_03,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_04,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_05,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_06,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_07,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_08,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_09,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_10,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_11,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Gearcase_Screw_12,Fasteners,1,760.265,Reconstructed geometry; dimensions not OEM
Propeller_Flange_6x12_75_PCD101_6,03_Reduction,1,161025.803,IM15.4 six 12.75 holes on 101.6 PCD; rim and centre bore reconstructed
Governor_Interface,04_Accessories,1,179661.401,Governor location/type interface from MM01-10; aircraft governor envelope schematic
Governor_Setpoint_Motor,04_Accessories,1,29556.104,Reconstructed geometry; dimensions not OEM
Mount_Front_Left,05_Installation,1,61423.222,IM Table6.1 datum position verified; rear pad/hole shapes reconstructed
Mount_Support_Front_Left,05_Installation,1,45762.99,Reconstructed geometry; dimensions not OEM
Mount_Front_Right,05_Installation,1,71263.222,IM Table6.1 datum position verified; rear pad/hole shapes reconstructed
Mount_Support_Front_Right,05_Installation,1,14717.568,Reconstructed geometry; dimensions not OEM
Mount_Rear_Left,05_Installation,1,71263.222,IM Table6.1 datum position verified; rear pad/hole shapes reconstructed
Mount_Support_Rear_Left,05_Installation,1,61770.103,Reconstructed geometry; dimensions not OEM
Mount_Rear_Right,05_Installation,1,71263.222,IM Table6.1 datum position verified; rear pad/hole shapes reconstructed
Mount_Support_Rear_Right,05_Installation,1,54658.537,Reconstructed geometry; dimensions not OEM
Camshaft_ChainDriven,06_Valvetrain,1,143752.998,MM01-12: each cam drives 1 intake + 1 exhaust per cylinder; lobe shapes approximate
Camshaft_GearDriven,06_Valvetrain,1,143752.998,MM01-12: each cam drives 1 intake + 1 exhaust per cylinder; lobe shapes approximate
Valve_C1_exhaust_1,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C1_1,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C1_1,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C1_1,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C1_1,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C1_1,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C1_intake_2,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C1_2,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C1_2,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C1_2,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C1_2,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C1_2,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C1_intake_3,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C1_3,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C1_3,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C1_3,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C1_3,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C1_3,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C1_exhaust_4,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C1_4,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C1_4,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C1_4,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C1_4,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C1_4,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C2_exhaust_1,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C2_1,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C2_1,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C2_1,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C2_1,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C2_1,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C2_intake_2,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C2_2,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C2_2,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C2_2,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C2_2,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C2_2,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C2_intake_3,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C2_3,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C2_3,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C2_3,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C2_3,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C2_3,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C2_exhaust_4,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C2_4,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C2_4,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C2_4,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C2_4,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C2_4,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C3_exhaust_1,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C3_1,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C3_1,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C3_1,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C3_1,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C3_1,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C3_intake_2,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C3_2,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C3_2,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C3_2,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C3_2,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C3_2,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C3_intake_3,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C3_3,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C3_3,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C3_3,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C3_3,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C3_3,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C3_exhaust_4,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C3_4,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C3_4,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C3_4,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C3_4,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C3_4,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C4_exhaust_1,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C4_1,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C4_1,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C4_1,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C4_1,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C4_1,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C4_intake_2,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C4_2,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C4_2,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C4_2,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C4_2,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C4_2,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C4_intake_3,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C4_3,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C4_3,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C4_3,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C4_3,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C4_3,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Valve_C4_exhaust_4,06_Valvetrain,1,3832.68,16 valves documented; sizes/lift/seat arrangement reconstruction
Valve_Guide_C4_4,06_Valvetrain,1,1914.455,Reconstructed geometry; dimensions not OEM
Valve_Spring_C4_4,06_Valvetrain,1,694.51,"Generic 22 mm spring; animated axial compression, not a stress or contact solution"
Spring_Seat_C4_4,06_Valvetrain,1,311.897,Reconstructed geometry; dimensions not OEM
Spring_Retainer_C4_4,06_Valvetrain,1,431.969,Reconstructed geometry; dimensions not OEM
Follower_C4_4,06_Valvetrain,1,1265.0,Prescribed translating follower proxy; actual hydraulic roller contact not solved
Cam_Bearing_Cap_-1_0,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_0_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_0_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_-1_1,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_1_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_1_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_-1_2,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_2_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_2_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_-1_3,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_3_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_3_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_-1_4,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_4_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_-1_4_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_1_0,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_0_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_0_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_1_1,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_1_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_1_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_1_2,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_2_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_2_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_1_3,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_3_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_3_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_Bearing_Cap_1_4,06_Valvetrain,1,5877.148,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_4_01,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
CamCap_Bolt_1_4_02,Fasteners,1,78.54,Reconstructed geometry; dimensions not OEM
Cam_DriveGear_-30_24T,06_Valvetrain,1,30235.023,Direct 1:1 counter-rotation verified; 24 teeth/module 2.5 assumed
Cam_DriveGear_30_24T,06_Valvetrain,1,30235.023,Direct 1:1 counter-rotation verified; 24 teeth/module 2.5 assumed
Timing_Sprocket_Crank_20T,06_Valvetrain,1,5841.988,"20:40 sprocket topology; 5 mm pitch and tooth cuts assumed, chain engagement not validated"
Timing_Sprocket_Cam_40T,06_Valvetrain,1,33793.551,"20:40 sprocket topology; 5 mm pitch and tooth cuts assumed, chain engagement not validated"
Double_Timing_Chain_-3.5,06_Valvetrain,1,15698.94,Double-chain path schematic; sprocket pitch and chain motion not modelled
Double_Timing_Chain_3.5,06_Valvetrain,1,15698.94,Double-chain path schematic; sprocket pitch and chain motion not modelled
Timing_Guide_-62,06_Valvetrain,1,19006.636,Reconstructed geometry; dimensions not OEM
Timing_Guide_21,06_Valvetrain,1,19399.335,Reconstructed geometry; dimensions not OEM
Chain_Tensioner_Concept,06_Valvetrain,1,18095.574,Reconstructed geometry; dimensions not OEM
Intake_Plenum,07_Air_Exhaust,1,440261.414,Reconstructed geometry; dimensions not OEM
Intake_Runner_C1,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
Intake_Runner_C2,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
Intake_Runner_C3,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
Intake_Runner_C4,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
Exhaust_Plenum,07_Air_Exhaust,1,440261.414,Reconstructed geometry; dimensions not OEM
Exhaust_Runner_C1,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
Exhaust_Runner_C2,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
Exhaust_Runner_C3,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
Exhaust_Runner_C4,07_Air_Exhaust,1,26336.766,Reconstructed geometry; dimensions not OEM
HighPressure_Common_Rail,08_Fuel,1,215638.92,Reconstructed geometry; dimensions not OEM
Injector_C1,08_Fuel,1,32291.154,MM01-12/15 central direct injection; injector shape/nozzle internal geometry unknown
Injection_Pipe_C1,08_Fuel,1,2486.831,Reconstructed geometry; dimensions not OEM
Glow_Plug_C1,08_Fuel,1,2693.916,Reconstructed geometry; dimensions not OEM
Injector_C2,08_Fuel,1,32291.154,MM01-12/15 central direct injection; injector shape/nozzle internal geometry unknown
Injection_Pipe_C2,08_Fuel,1,2486.831,Reconstructed geometry; dimensions not OEM
Glow_Plug_C2,08_Fuel,1,2693.916,Reconstructed geometry; dimensions not OEM
Injector_C3,08_Fuel,1,32291.154,MM01-12/15 central direct injection; injector shape/nozzle internal geometry unknown
Injection_Pipe_C3,08_Fuel,1,2486.831,Reconstructed geometry; dimensions not OEM
Glow_Plug_C3,08_Fuel,1,2693.916,Reconstructed geometry; dimensions not OEM
Injector_C4,08_Fuel,1,32291.154,MM01-12/15 central direct injection; injector shape/nozzle internal geometry unknown
Injection_Pipe_C4,08_Fuel,1,2486.831,Reconstructed geometry; dimensions not OEM
Glow_Plug_C4,08_Fuel,1,2693.916,Reconstructed geometry; dimensions not OEM
HighPressure_Pump,08_Fuel,1,394338.634,Reconstructed geometry; dimensions not OEM
Fuel_Metering_Unit,08_Fuel,1,31808.626,Reconstructed geometry; dimensions not OEM
Rail_Pressure_Control_Valve,08_Fuel,1,25861.591,Reconstructed geometry; dimensions not OEM
Turbo_Compressor_Volute,07_Air_Exhaust,1,193523.203,Reconstructed geometry; dimensions not OEM
Turbo_Turbine_Volute,07_Air_Exhaust,1,193523.203,Reconstructed geometry; dimensions not OEM
Turbo_Bearing_Core,07_Air_Exhaust,1,171907.95,Reconstructed geometry; dimensions not OEM
Turbo_Inlet_60_4_ID,07_Air_Exhaust,1,35394.942,IM8.4.1 60.4 ID / 70 OD; placement reconstructed
